Filename	**REDACTED**
Instrument name	HR20 **REDACTED**
Operator	**REDACTED**
rundate	**REDACTED**
Sample name	**REDACTED**
Geometry name	8 mm parallel plate, ETC Stainless steel, Disposable
Procedure name	Options
	Sample
	Options
	Time sweep
	Stress relaxation
	Time sweep
	Stress relaxation
	Time sweep
	Stress relaxation
	Time sweep
	Stress relaxation
	End of test
proceduresegments	Time sweep#Stress relaxation#Time sweep#Stress relaxation#Time sweep#Stress relaxation#Time sweep#Stress relaxation#End of test
[step]
Time sweep - 1
Storage modulus	Loss modulus	Tan(delta)	Angular frequency	Oscillation torque	Step time	Temperature	Raw phase	Oscillation displacement
MPa	MPa		rad/s	µN.m	min	°C	°	rad
9795,35	0,0291457	1,48	0,638098	130,01	1,07039	763,488
9737,53	0,0291457	1,52	0,634305	130,00	1,07860	763,457
9679,23	0,0291457	1,55	0,630514	130,00	1,05498	763,465
9622,27	0,0291457	1,59	0,626839	130,00	1,02655	763,508
9566,14	0,0291457	1,62	0,623176	130,00	1,03153	763,500
9510,42	0,0291457	1,66	0,619540	130,00	1,04626	763,492
9455,27	0,0291457	1,69	0,615932	130,00	1,02929	763,473
9400,55	0,0291457	1,73	0,612392	130,00	1,02512	763,504
9346,93	0,0291457	1,76	0,608915	130,00	1,02863	763,523
9293,77	0,0291457	1,80	0,605417	130,00	1,03618	763,480
9242,03	0,0291457	1,83	0,602025	130,00	1,06532	763,453
9190,07	0,0291457	1,87	0,598663	129,99	1,02013	763,480
9139,10	0,0291457	1,90	0,595342	130,00	1,03191	763,480
9088,56	0,0291457	1,94	0,592047	130,00	1,03430	763,477
9038,69	0,0291457	1,97	0,588798	130,00	1,04340	763,477
8988,86	0,0291457	2,01	0,585549	130,00	1,06538	763,473
8940,63	0,0291457	2,04	0,582422	130,00	1,02954	763,492
8891,52	0,0291457	2,08	0,579223	130,00	1,05891	763,492
8843,71	0,0291457	2,11	0,576094	130,00	1,01420	763,473
8796,38	0,0291457	2,15	0,573025	130,00	0,986193	763,492
8749,71	0,0291457	2,18	0,569991	130,00	1,00891	763,500
8703,09	0,0291457	2,22	0,566945	130,00	0,967273	763,488
8657,39	0,0291457	2,25	0,563971	130,00	0,983097	763,492
8611,72	0,0291457	2,29	0,560988	130,00	0,988958	763,480
8567,07	0,0291457	2,32	0,558070	130,00	0,966199	763,469
8522,76	0,0291457	2,36	0,555210	130,00	0,970644	763,504
8478,69	0,0291457	2,39	0,552344	130,00	0,937819	763,512
8435,08	0,0291457	2,43	0,549489	130,00	0,944660	763,492
8391,63	0,0291457	2,46	0,546650	130,00	0,948365	763,480
8349,25	0,0291457	2,50	0,543881	130,00	0,954246	763,469
8306,84	0,0291457	2,53	0,541099	130,00	1,01525	763,441
8264,92	0,0291457	2,57	0,538363	130,00	1,00457	763,434
8223,67	0,0291457	2,60	0,535684	130,00	0,999813	763,445
8182,35	0,0291457	2,64	0,532971	130,00	1,01039	763,414
8141,74	0,0291457	2,67	0,530367	130,00	1,02720	763,473
8101,66	0,0291457	2,71	0,527734	130,00	1,02596	763,441
8061,73	0,0291457	2,74	0,525136	130,00	1,02657	763,445
8022,34	0,0291457	2,78	0,522557	130,00	1,04289	763,426
7963,45	0,0291457	2,83	0,518750	130,01	0,933468	763,469
7887,00	0,0291457	2,90	0,513746	130,01	0,978201	763,434
7811,45	0,0291457	2,97	0,508817	130,01	0,992448	763,422
7737,63	0,0291457	3,04	0,504006	130,00	0,998853	763,418
7664,73	0,0291457	3,11	0,499296	130,00	0,956894	763,477
7593,01	0,0291457	3,18	0,494617	130,00	0,947556	763,465
7522,94	0,0291457	3,25	0,490062	130,00	0,987803	763,480
7454,29	0,0291457	3,32	0,485570	130,00	0,989552	763,449
7386,79	0,0291457	3,39	0,481183	130,00	1,00194	763,465
7320,01	0,0291457	3,46	0,476828	130,00	1,00111	763,457
7254,53	0,0291457	3,53	0,472544	130,00	1,05463	763,426
7189,87	0,0291457	3,60	0,468336	130,00	1,04864	763,434
7126,25	0,0291457	3,67	0,464200	129,99	1,03989	763,445
7064,58	0,0291457	3,74	0,460168	130,00	1,06205	763,422
7003,43	0,0291457	3,81	0,456199	130,00	1,06926	763,445
6943,15	0,0291457	3,88	0,452274	130,00	1,08332	763,449
6884,18	0,0291457	3,95	0,448449	130,00	1,03155	763,477
6825,68	0,0291457	4,02	0,444643	130,00	1,00886	763,484
6768,03	0,0291457	4,09	0,440870	130,00	1,06477	763,453
6711,48	0,0291457	4,16	0,437197	129,99	1,04909	763,473
6655,70	0,0291457	4,23	0,433551	130,00	1,06482	763,449
6601,37	0,0291457	4,30	0,430022	130,00	1,05738	763,469
6547,46	0,0291457	4,37	0,426506	130,00	1,07725	763,461
6493,83	0,0291457	4,44	0,423015	130,00	1,06412	763,465
6441,33	0,0291457	4,51	0,419604	130,00	1,08117	763,480
6389,59	0,0291457	4,58	0,416229	129,99	1,08109	763,473
6339,11	0,0291457	4,65	0,412943	130,00	1,09037	763,477
6288,68	0,0291457	4,72	0,409660	130,00	1,07495	763,480
6239,26	0,0291457	4,79	0,406438	130,00	1,09023	763,477
6190,61	0,0291457	4,86	0,403259	130,01	1,09219	763,457
6142,61	0,0291457	4,93	0,400146	130,01	1,07263	763,484
6094,88	0,0291457	5,00	0,397027	130,00	1,05754	763,465
6048,40	0,0291457	5,07	0,393993	130,00	1,08790	763,453
6002,29	0,0291457	5,14	0,390996	130,00	1,07957	763,465
5957,10	0,0291457	5,21	0,388058	130,00	1,02852	763,477
5912,23	0,0291457	5,28	0,385166	130,00	0,987925	763,539
5867,96	0,0291457	5,35	0,382265	130,00	1,00662	763,504
5824,24	0,0291457	5,42	0,379419	130,00	0,988661	763,508
5781,25	0,0291457	5,49	0,376633	130,00	0,975789	763,539
5738,71	0,0291457	5,56	0,373862	130,01	0,967720	763,539
5676,08	0,0291457	5,66	0,369757	130,00	1,00641	763,488
5594,34	0,0291457	5,80	0,364453	130,00	1,01606	763,531
5514,78	0,0291457	5,94	0,359288	129,99	1,02656	763,570
5437,48	0,0291457	6,08	0,354241	130,00	0,980535	763,547
5361,59	0,0291457	6,22	0,349297	130,00	1,01064	763,547
5288,09	0,0291457	6,36	0,344514	129,99	0,973971	763,559
5215,94	0,0291457	6,50	0,339810	129,99	1,02674	763,551
5146,12	0,0291457	6,64	0,335263	130,01	1,07633	763,555
5077,00	0,0291457	6,78	0,330762	130,01	0,997003	763,559
5009,44	0,0291457	6,92	0,326354	130,00	1,05914	763,543
4944,36	0,0291457	7,06	0,322115	130,00	1,06748	763,547
4880,51	0,0291457	7,20	0,317974	130,00	1,05805	763,590
4817,82	0,0291457	7,34	0,313872	130,00	1,08699	763,547
4756,89	0,0291457	7,48	0,309902	130,00	1,06744	763,547
4697,03	0,0291457	7,62	0,306006	130,00	1,04039	763,555
4638,40	0,0291457	7,76	0,302199	130,01	0,981145	763,586
4581,35	0,0291457	7,90	0,298474	130,00	0,965390	763,566
4525,91	0,0291457	8,04	0,294860	130,01	0,953160	763,563
4470,60	0,0291457	8,18	0,291262	130,00	0,931438	763,574
4416,63	0,0291457	8,32	0,287729	129,99	1,04954	763,531
4364,24	0,0291457	8,46	0,284322	130,00	1,06313	763,547
4312,79	0,0291457	8,60	0,280959	130,01	1,04281	763,516
4262,24	0,0291457	8,74	0,277677	130,00	1,01023	763,547
4212,76	0,0291457	8,88	0,274453	130,00	1,00980	763,547
4164,55	0,0291457	9,02	0,271318	130,00	1,05425	763,563
4117,20	0,0291457	9,16	0,268222	130,00	1,03034	763,531
4070,72	0,0291457	9,30	0,265201	130,00	0,978331	763,551
4025,38	0,0291457	9,44	0,262254	130,00	0,969168	763,570
3980,67	0,0291457	9,58	0,259337	130,01	0,962531	763,559
3936,82	0,0291457	9,72	0,256485	130,00	0,926814	763,574
3893,93	0,0291457	9,86	0,253679	130,00	0,943851	763,539
3851,66	0,0291457	10,00	0,250917	130,00	0,994619	763,512
3810,02	0,0291457	10,14	0,248203	130,00	0,976452	763,508
3769,24	0,0291457	10,28	0,245550	130,00	0,962616	763,520
3729,12	0,0291457	10,42	0,242934	130,00	0,947722	763,512
3690,09	0,0291457	10,55	0,240391	130,00	0,954950	763,512
3651,32	0,0291457	10,69	0,237864	130,00	0,990154	763,508
3613,61	0,0291457	10,83	0,235403	130,00	0,959887	763,492
3576,42	0,0291457	10,97	0,232953	130,00	1,08967	763,402
3539,84	0,0291457	11,11	0,230576	130,00	0,989715	763,422
3486,56	0,0291457	11,32	0,227120	130,00	0,986579	763,469
3417,38	0,0291457	11,60	0,222612	129,99	0,988926	763,465
3350,46	0,0291457	11,88	0,218250	129,99	1,00586	763,453
3285,51	0,0291457	12,16	0,214012	129,99	1,00520	763,430
3223,12	0,0291457	12,44	0,209953	130,01	0,945966	763,449
3163,13	0,0291457	12,72	0,206036	130,01	0,993090	763,414
3104,51	0,0291457	13,00	0,202199	130,00	1,02250	763,344
3047,77	0,0291457	13,28	0,198504	130,00	1,04322	763,344
2992,53	0,0291457	13,56	0,194902	130,00	0,994298	763,328
2938,82	0,0291457	13,84	0,191406	130,00	0,972962	763,336
2886,79	0,0291457	14,12	0,188008	130,00	0,986681	763,301
2836,17	0,0291457	14,40	0,184727	129,99	0,905804	763,363
2787,31	0,0291457	14,68	0,181520	130,01	1,03293	763,262
2739,74	0,0291457	14,96	0,178427	130,00	1,04379	763,281
2693,78	0,0291457	15,24	0,175431	130,00	1,02023	763,270
2648,85	0,0291457	15,52	0,172506	130,00	1,05478	763,273
2605,42	0,0291457	15,80	0,169676	130,00	1,00090	763,266
2563,03	0,0291457	16,08	0,166912	130,00	1,01839	763,250
2521,83	0,0291457	16,36	0,164232	130,00	0,926863	763,266
2481,89	0,0291457	16,64	0,161613	130,00	1,06436	763,184
2442,99	0,0291457	16,92	0,159076	130,00	1,01338	763,164
2405,09	0,0291457	17,20	0,156613	130,00	0,927831	763,184
2368,24	0,0291457	17,48	0,154205	130,01	0,964800	763,145
2331,87	0,0291457	17,76	0,151827	130,00	1,01795	763,098
2296,74	0,0291457	18,03	0,149545	130,00	1,00974	763,121
2262,25	0,0291457	18,31	0,147298	130,00	0,956088	763,117
2228,47	0,0291457	18,59	0,145098	130,00	0,975573	763,113
2196,33	0,0291457	18,87	0,143009	130,00	0,945258	763,129
2164,76	0,0291457	19,15	0,140946	130,00	0,948939	763,090
2133,77	0,0291457	19,43	0,138927	130,00	0,973093	763,086
2103,50	0,0291457	19,71	0,136959	130,00	0,933106	763,102
2074,08	0,0291457	19,99	0,135035	130,00	0,996226	763,051
2045,25	0,0291457	20,27	0,133152	130,00	1,03956	763,016
2017,46	0,0291457	20,55	0,131341	130,00	0,954535	763,008
1990,12	0,0291457	20,83	0,129563	130,00	0,960257	763,023
1963,03	0,0291457	21,11	0,127795	129,99	1,01119	762,992
1936,80	0,0291457	21,39	0,126089	130,00	0,955320	763,000
1911,01	0,0291457	21,67	0,124407	130,00	1,02989	762,984
1885,98	0,0291457	21,95	0,122778	130,00	1,00857	762,988
1861,79	0,0291457	22,23	0,121181	130,00	0,971868	762,848
1825,46	0,0291457	22,65	0,118802	130,00	1,02700	762,754
1779,23	0,0291457	23,21	0,115787	130,00	1,06944	762,711
1735,16	0,0291457	23,77	0,112922	130,00	1,02089	762,734
1692,87	0,0291457	24,33	0,110168	130,00	1,00730	762,719
1652,53	0,0291457	24,89	0,107544	130,00	0,938702	762,730
1614,16	0,0291457	25,44	0,105042	130,00	1,03084	762,691
1576,57	0,0291457	26,00	0,102593	130,00	1,03884	762,676
1540,47	0,0291457	26,56	0,100246	130,00	0,942810	762,687
1505,93	0,0291457	27,12	0,0979938	130,01	0,961050	762,656
1472,50	0,0291457	27,68	0,0957945	130,00	1,14670	762,465
1439,87	0,0291457	28,24	0,0936790	130,00	1,02670	762,523
1409,05	0,0291457	28,80	0,0916735	130,00	0,999362	762,520
1379,70	0,0291457	29,36	0,0897678	130,01	0,957288	762,551
1351,05	0,0291457	29,92	0,0878966	130,00	0,991097	762,488
1323,33	0,0291457	30,48	0,0860861	130,00	0,982284	762,430
1296,38	0,0291457	31,04	0,0843277	130,00	0,978193	762,383
1270,46	0,0291457	31,60	0,0826441	130,01	0,929933	762,406
1245,45	0,0291457	32,16	0,0810095	130,00	0,950122	762,328
1221,33	0,0291457	32,71	0,0794400	130,00	0,951615	762,324
1198,02	0,0291457	33,27	0,0779161	130,00	0,986904	762,250
1175,06	0,0291457	33,83	0,0764122	130,00	0,913848	762,141
1152,15	0,0291457	34,39	0,0749135	130,00	1,00171	762,051
1131,65	0,0291457	34,95	0,0735696	130,00	1,06359	761,938
1111,89	0,0291457	35,51	0,0722859	130,01	1,04680	761,945
1092,19	0,0291457	36,07	0,0710050	129,99	1,03746	761,949
1072,64	0,0291457	36,63	0,0697336	130,00	1,03953	761,945
1054,09	0,0291457	37,19	0,0685253	130,00	1,01048	761,914
1035,92	0,0291457	37,75	0,0673449	130,00	0,969904	761,926
1018,21	0,0291457	38,31	0,0661834	130,00	1,07441	761,805
1001,00	0,0291457	38,87	0,0650501	130,00	1,02760	761,641
983,256	0,0291457	39,43	0,0638961	130,00	1,01349	761,625
967,545	0,0291457	39,99	0,0628732	130,00	1,01326	761,602
952,196	0,0291457	40,54	0,0618761	130,00	1,03045	761,605
937,196	0,0291457	41,10	0,0608988	130,00	1,00463	761,574
922,479	0,0291457	41,66	0,0599450	130,00	0,970014	761,605
907,991	0,0291457	42,22	0,0589963	130,00	1,01351	761,512
894,089	0,0291457	42,78	0,0580927	130,00	0,963865	761,508
880,357	0,0291457	43,34	0,0571972	130,00	1,01373	761,465
866,913	0,0291457	43,90	0,0563246	130,00	0,986294	761,477
854,117	0,0291457	44,46	0,0554912	130,00	0,972169	761,449
835,402	0,0291457	45,30	0,0542718	130,00	1,00036	761,398
811,479	0,0291457	46,42	0,0527051	130,00	1,00437	761,219
788,899	0,0291457	47,53	0,0512357	130,01	0,992521	761,176
767,125	0,0291457	48,65	0,0498208	130,00	0,974455	761,164
746,397	0,0291457	49,77	0,0484722	129,99	1,00978	761,125
726,615	0,0291457	50,89	0,0471826	130,00	1,00927	761,047
707,848	0,0291457	52,01	0,0459630	130,00	0,955718	761,031
689,850	0,0291457	53,13	0,0447891	130,00	0,931414	760,941
672,902	0,0291457	54,25	0,0436867	130,00	1,02687	760,906
656,612	0,0291457	55,36	0,0426283	129,99	0,970242	760,891
641,033	0,0291457	56,48	0,0416130	130,01	0,965296	760,820
625,719	0,0291457	57,60	0,0406061	130,01	1,00423	760,582
611,015	0,0291457	58,72	0,0396466	130,00	1,05403	760,480

[step]
Time sweep - 7
Storage modulus	Loss modulus	Tan(delta)	Angular frequency	Oscillation torque	Step time	Temperature	Raw phase	Oscillation displacement
MPa	MPa		rad/s	µN.m	min	°C	°	rad
2,83477	3,78617e-3	1,33562e-3	10,0001	2858,43	0,10	110,00	0,0764130	1,91480e-3
2,83591	4,06807e-3	1,43448e-3	10,0001	2838,62	0,21	110,00	0,0820691	1,90059e-3
2,83693	4,13346e-3	1,45702e-3	10,0001	2840,14	0,31	110,00	0,0833582	1,90047e-3
2,83850	4,24525e-3	1,49560e-3	10,0001	2842,03	0,41	109,99	0,0855649	1,90032e-3
2,83944	4,25718e-3	1,49930e-3	10,0001	2843,87	0,52	110,00	0,0857767	1,90057e-3
2,84044	4,32517e-3	1,52271e-3	10,0001	2845,51	0,62	110,00	0,0871157	1,90039e-3
2,84158	4,36980e-3	1,53781e-3	10,0001	2847,31	0,72	109,99	0,0879791	1,90047e-3
2,84268	4,36359e-3	1,53503e-3	10,0001	2849,06	0,83	109,99	0,0878198	1,90044e-3
2,84410	4,41949e-3	1,55392e-3	10,0001	2850,76	0,93	109,99	0,0889002	1,90050e-3
2,84520	4,42608e-3	1,55563e-3	10,0001	2852,45	1,03	109,99	0,0889981	1,90045e-3
2,84650	4,45059e-3	1,56353e-3	10,0001	2854,19	1,14	110,00	0,0894498	1,90050e-3
2,84764	4,49136e-3	1,57722e-3	10,0001	2855,91	1,24	110,00	0,0902329	1,90047e-3
2,84879	4,59011e-3	1,61125e-3	10,0001	2857,66	1,34	110,00	0,0921792	1,90044e-3
2,84997	4,65441e-3	1,63314e-3	10,0001	2859,37	1,45	110,00	0,0934315	1,90051e-3
2,85101	4,58823e-3	1,60933e-3	10,0001	2860,89	1,55	109,99	0,0920691	1,90056e-3
2,85214	4,57567e-3	1,60429e-3	10,0001	2862,39	1,66	109,99	0,0917806	1,90051e-3
2,85349	4,56968e-3	1,60144e-3	10,0001	2864,07	1,76	109,99	0,0916168	1,90045e-3
2,85460	4,56778e-3	1,60014e-3	10,0001	2865,77	1,86	110,00	0,0915426	1,90050e-3
2,85591	4,53018e-3	1,58625e-3	10,0001	2867,41	1,97	110,00	0,0907474	1,90048e-3
2,85694	4,61010e-3	1,61365e-3	10,0001	2868,99	2,07	109,99	0,0923149	1,90057e-3
2,85795	4,60174e-3	1,61016e-3	10,0001	2870,42	2,17	110,00	0,0921149	1,90063e-3
2,85902	4,64328e-3	1,62408e-3	10,0001	2871,85	2,27	109,99	0,0929114	1,90053e-3
2,86000	4,68337e-3	1,63755e-3	10,0001	2873,37	2,38	109,99	0,0936813	1,90055e-3
2,86090	4,64355e-3	1,62310e-3	10,0001	2874,74	2,48	110,00	0,0928549	1,90060e-3
2,86230	4,66680e-3	1,63043e-3	10,0001	2876,22	2,59	110,00	0,0932740	1,90047e-3
2,86328	4,66364e-3	1,62878e-3	10,0001	2877,77	2,69	110,00	0,0931789	1,90062e-3
2,86453	4,67910e-3	1,63346e-3	10,0001	2879,21	2,79	109,99	0,0934468	1,90053e-3
2,86564	4,68221e-3	1,63391e-3	10,0001	2880,86	2,90	109,99	0,0934722	1,90048e-3
2,86675	4,68311e-3	1,63360e-3	10,0001	2882,38	3,00	110,00	0,0934540	1,90066e-3
2,86754	4,69851e-3	1,63852e-3	10,0001	2883,72	3,10	110,00	0,0937354	1,90059e-3
2,86872	4,75119e-3	1,65620e-3	10,0001	2885,08	3,21	110,00	0,0947469	1,90066e-3
2,86994	4,73381e-3	1,64945e-3	10,0001	2886,43	3,31	110,01	0,0943601	1,90054e-3
2,87088	4,69114e-3	1,63404e-3	10,0001	2887,81	3,42	110,00	0,0934787	1,90066e-3
2,87148	4,75366e-3	1,65547e-3	10,0001	2889,02	3,52	110,00	0,0947045	1,90064e-3
2,87252	4,67913e-3	1,62893e-3	10,0001	2890,28	3,62	110,00	0,0931859	1,90068e-3
2,87372	4,73238e-3	1,64678e-3	10,0001	2891,56	3,72	110,00	0,0942065	1,90059e-3
2,87472	4,69972e-3	1,63485e-3	10,0001	2892,98	3,83	110,00	0,0935240	1,90059e-3
2,87592	4,76357e-3	1,65636e-3	10,0001	2894,34	3,93	110,00	0,0947547	1,90066e-3
2,87659	4,76961e-3	1,65808e-3	10,0001	2895,53	4,04	110,00	0,0948525	1,90073e-3
2,87735	4,79885e-3	1,66780e-3	10,0001	2896,68	4,14	110,00	0,0954087	1,90064e-3
2,87836	4,79527e-3	1,66597e-3	10,0001	2897,93	4,24	110,00	0,0953039	1,90068e-3
2,87932	4,74691e-3	1,64862e-3	10,0001	2899,13	4,35	109,99	0,0943109	1,90065e-3
2,88040	4,73755e-3	1,64475e-3	10,0001	2900,42	4,45	109,99	0,0940895	1,90064e-3
2,88137	4,81692e-3	1,67175e-3	10,0001	2901,67	4,56	109,99	0,0956335	1,90066e-3
2,88215	4,72727e-3	1,64019e-3	10,0001	2902,83	4,66	109,99	0,0938282	1,90073e-3
2,88369	4,74579e-3	1,64574e-3	10,0001	2904,14	4,76	110,00	0,0941453	1,90050e-3
2,88420	4,81243e-3	1,66855e-3	10,0001	2905,46	4,87	110,01	0,0954499	1,90081e-3
2,88513	4,82219e-3	1,67140e-3	10,0001	2906,48	4,97	110,00	0,0956129	1,90068e-3
2,88595	4,79781e-3	1,66247e-3	10,0001	2907,52	5,07	110,00	0,0951020	1,90081e-3
2,88680	4,78590e-3	1,65785e-3	10,0001	2908,54	5,17	110,00	0,0948377	1,90064e-3
2,88768	4,81766e-3	1,66835e-3	10,0001	2909,79	5,28	110,00	0,0954379	1,90067e-3
2,88873	4,81409e-3	1,66651e-3	10,0001	2911,00	5,38	110,01	0,0953324	1,90064e-3
2,88949	4,78768e-3	1,65693e-3	10,0001	2912,14	5,49	110,00	0,0947845	1,90077e-3
2,89063	4,84022e-3	1,67445e-3	10,0001	2913,21	5,59	110,00	0,0957866	1,90066e-3
2,89132	4,81809e-3	1,66640e-3	10,0001	2914,42	5,69	110,00	0,0953256	1,90068e-3
2,89217	4,81491e-3	1,66480e-3	10,0001	2915,50	5,80	110,00	0,0952343	1,90078e-3
2,89294	4,85745e-3	1,67907e-3	10,0001	2916,49	5,90	110,00	0,0960504	1,90073e-3
2,89353	4,81342e-3	1,66351e-3	10,0001	2917,53	6,00	110,00	0,0951600	1,90076e-3
2,89458	4,84057e-3	1,67229e-3	10,0001	2918,53	6,11	110,00	0,0956619	1,90070e-3
2,89545	4,86464e-3	1,68010e-3	10,0001	2919,54	6,21	110,00	0,0961086	1,90079e-3
2,89612	4,86194e-3	1,67878e-3	10,0001	2920,48	6,31	109,99	0,0960329	1,90072e-3
2,89715	4,82926e-3	1,66690e-3	10,0001	2921,52	6,42	109,99	0,0953535	1,90076e-3
2,89788	4,86049e-3	1,67726e-3	10,0001	2922,66	6,52	110,00	0,0959456	1,90061e-3
2,89890	4,84160e-3	1,67015e-3	10,0001	2923,82	6,62	110,00	0,0955391	1,90084e-3
2,89954	4,95677e-3	1,70950e-3	10,0001	2924,66	6,73	110,00	0,0977898	1,90074e-3
2,90059	4,93376e-3	1,70095e-3	10,0001	2925,67	6,83	110,00	0,0973004	1,90075e-3
2,90096	4,91817e-3	1,69536e-3	10,0001	2926,56	6,93	110,00	0,0969804	1,90083e-3
2,90195	4,89882e-3	1,68811e-3	10,0001	2927,43	7,04	110,00	0,0965657	1,90074e-3
2,90263	4,87144e-3	1,67828e-3	10,0001	2928,43	7,14	110,00	0,0960034	1,90076e-3
2,90351	4,83180e-3	1,66412e-3	10,0001	2929,37	7,25	110,00	0,0951933	1,90080e-3
2,90413	4,89869e-3	1,68680e-3	10,0001	2930,23	7,35	110,00	0,0964904	1,90081e-3
2,90503	4,88421e-3	1,68130e-3	10,0001	2931,16	7,45	110,00	0,0961753	1,90077e-3
2,90574	4,92662e-3	1,69548e-3	10,0001	2932,16	7,56	110,00	0,0969864	1,90073e-3
2,90669	4,93969e-3	1,69942e-3	10,0001	2933,13	7,66	110,00	0,0972117	1,90081e-3
2,90699	4,95578e-3	1,70478e-3	10,0001	2933,98	7,76	110,00	0,0975182	1,90080e-3
2,90802	4,95841e-3	1,70508e-3	10,0001	2934,90	7,87	110,00	0,0975354	1,90077e-3
2,90873	4,89830e-3	1,68400e-3	10,0001	2935,78	7,97	110,00	0,0963291	1,90081e-3
2,90953	4,89782e-3	1,68337e-3	10,0001	2936,63	8,07	110,00	0,0962932	1,90080e-3
2,91037	4,84818e-3	1,66583e-3	10,0001	2937,50	8,18	110,00	0,0952897	1,90080e-3
2,91094	4,93375e-3	1,69490e-3	10,0001	2938,41	8,28	110,00	0,0969524	1,90077e-3
2,91175	4,91828e-3	1,68911e-3	10,0001	2939,28	8,38	110,00	0,0966212	1,90087e-3
2,91247	4,94222e-3	1,69692e-3	10,0001	2940,10	8,49	110,00	0,0970676	1,90077e-3
2,91287	4,86230e-3	1,66925e-3	10,0001	2940,99	8,59	110,00	0,0954846	1,90082e-3
2,91378	4,96583e-3	1,70426e-3	10,0001	2941,81	8,69	110,00	0,0974870	1,90079e-3
2,91445	4,94541e-3	1,69686e-3	10,0001	2942,62	8,80	110,00	0,0970637	1,90087e-3
2,91519	4,93529e-3	1,69296e-3	10,0001	2943,42	8,90	110,00	0,0968405	1,90079e-3
2,91609	4,89328e-3	1,67803e-3	10,0001	2944,32	9,00	110,01	0,0959863	1,90080e-3
2,91648	4,91213e-3	1,68427e-3	10,0001	2945,05	9,11	110,01	0,0963433	1,90094e-3
2,91712	4,92073e-3	1,68685e-3	10,0001	2945,80	9,21	110,00	0,0964908	1,90069e-3
2,91764	4,98319e-3	1,70795e-3	10,0001	2946,71	9,31	110,00	0,0976979	1,90094e-3
2,91846	4,93523e-3	1,69104e-3	10,0001	2947,38	9,42	110,00	0,0967301	1,90082e-3
2,91945	4,96761e-3	1,70156e-3	10,0001	2948,26	9,52	110,00	0,0973318	1,90076e-3
2,92006	4,97841e-3	1,70490e-3	10,0001	2949,10	9,62	110,00	0,0975228	1,90085e-3
2,92047	4,92191e-3	1,68531e-3	10,0001	2949,79	9,73	110,00	0,0964023	1,90093e-3
2,92094	4,94664e-3	1,69351e-3	10,0001	2950,43	9,83	110,00	0,0968710	1,90083e-3
2,92186	4,89136e-3	1,67406e-3	10,0001	2951,25	9,94	110,00	0,0957582	1,90081e-3
2,92238	5,00242e-3	1,71176e-3	10,0001	2951,98	10,04	110,01	0,0979149	1,90091e-3
2,92298	4,97249e-3	1,70117e-3	10,0001	2952,71	10,14	110,00	0,0973092	1,90082e-3
2,92358	4,97545e-3	1,70184e-3	10,0001	2953,47	10,25	110,00	0,0973471	1,90091e-3
2,92429	5,01115e-3	1,71363e-3	10,0001	2954,11	10,35	109,99	0,0980213	1,90087e-3
2,92490	5,00925e-3	1,71262e-3	10,0001	2954,88	10,45	109,99	0,0979635	1,90078e-3
2,92548	5,04016e-3	1,72285e-3	10,0001	2955,67	10,56	110,00	0,0985487	1,90090e-3
2,92618	5,01680e-3	1,71445e-3	10,0001	2956,32	10,66	110,00	0,0980681	1,90085e-3
2,92696	4,95588e-3	1,69318e-3	10,0001	2957,11	10,76	110,00	0,0968513	1,90082e-3
2,92732	5,04661e-3	1,72397e-3	10,0001	2957,77	10,87	109,99	0,0986121	1,90095e-3
2,92789	4,96449e-3	1,69559e-3	10,0001	2958,34	10,97	110,00	0,0969886	1,90087e-3
2,92856	5,01414e-3	1,71215e-3	10,0001	2959,12	11,07	110,00	0,0979360	1,90081e-3
2,92914	5,05012e-3	1,72410e-3	10,0001	2959,88	11,18	110,00	0,0986193	1,90094e-3
2,92968	5,03358e-3	1,71814e-3	10,0001	2960,45	11,28	110,00	0,0982783	1,90089e-3
2,93028	5,01859e-3	1,71266e-3	10,0001	2961,13	11,39	110,00	0,0979650	1,90085e-3
2,93087	5,01641e-3	1,71157e-3	10,0001	2961,88	11,49	110,00	0,0979026	1,90084e-3
2,93115	5,09644e-3	1,73871e-3	10,0001	2962,55	11,59	110,00	0,0994550	1,90093e-3
2,93187	5,08401e-3	1,73405e-3	10,0001	2963,16	11,70	110,00	0,0991882	1,90085e-3
2,93251	5,03526e-3	1,71705e-3	10,0001	2963,92	11,80	110,00	0,0982155	1,90085e-3
2,93309	5,03982e-3	1,71826e-3	10,0001	2964,62	11,90	110,00	0,0982848	1,90088e-3
2,93346	5,06755e-3	1,72750e-3	10,0001	2965,17	12,01	110,00	0,0988133	1,90100e-3
2,93465	5,06832e-3	1,72706e-3	10,0001	2965,86	12,11	110,00	0,0987880	1,90071e-3
2,93499	4,97297e-3	1,69438e-3	10,0001	2966,68	12,21	110,00	0,0969182	1,90101e-3
2,93529	5,07287e-3	1,72823e-3	10,0001	2967,06	12,32	110,00	0,0988548	1,90096e-3
2,93570	5,07273e-3	1,72795e-3	10,0001	2967,61	12,42	110,00	0,0988384	1,90087e-3
2,93650	5,03693e-3	1,71528e-3	10,0001	2968,33	12,52	110,00	0,0981138	1,90084e-3
2,93716	5,06874e-3	1,72573e-3	10,0001	2969,02	12,63	110,00	0,0987111	1,90089e-3
2,93751	5,04676e-3	1,71804e-3	10,0001	2969,51	12,73	110,00	0,0982712	1,90102e-3
