Filename	**REDACTED**
Instrument name	HR20 **REDACTED**
Operator	**REDACTED**
rundate	**REDACTED**
Sample name	**REDACTED**
Geometry name	8 mm parallel plate, ETC Stainless steel, Disposable
Procedure name	Options
	Sample
	Options
	Time sweep
	Stress relaxation
	Time sweep
	Stress relaxation
	Time sweep
	Stress relaxation
	Time sweep
	Stress relaxation
	End of test
proceduresegments	Time sweep#Stress relaxation#Time sweep#Stress relaxation#Time sweep#Stress relaxation#Time sweep#Stress relaxation#End of test
[step]
Time sweep - 1
Storage modulus	Loss modulus	Tan(delta)	Angular frequency	Oscillation torque	Step time	Temperature	Raw phase	Oscillation displacement
MPa	MPa		rad/s	µN.m	min	°C	°	rad
7860,90	9,94128e-3	0,01	1,56369	169,99	1,05394	795,207
7857,54	9,94124e-3	0,01	1,56303	169,99	1,05848	795,207
7852,91	9,94131e-3	0,01	1,56209	169,99	1,05712	795,207
7849,99	9,94121e-3	0,01	1,56157	169,99	1,05987	795,227
7845,72	9,94131e-3	0,01	1,56070	169,99	1,06256	795,227
7841,74	9,94131e-3	0,01	1,55991	169,99	1,05199	795,227
7839,01	9,94124e-3	0,01	1,55938	169,99	1,04376	795,227
7835,68	9,94124e-3	0,01	1,55872	169,99	1,04494	795,227
7831,28	9,94131e-3	0,01	1,55783	169,99	1,03830	795,227
7826,68	9,94129e-3	0,01	1,55692	169,99	1,02568	795,227
7824,37	9,94124e-3	0,01	1,55647	169,99	1,03287	795,227
7820,03	9,94133e-3	0,01	1,55559	169,99	1,04080	795,227
7816,48	9,94129e-3	0,01	1,55489	169,99	1,04533	795,227
7813,43	9,94119e-3	0,01	1,55430	169,99	1,04778	795,227
7809,30	9,94126e-3	0,01	1,55347	169,99	1,05981	795,227
7804,95	9,94133e-3	0,01	1,55259	169,99	1,05628	795,227
7802,51	9,94119e-3	0,01	1,55213	169,99	1,05252	795,227
7799,62	9,94116e-3	0,01	1,55156	169,99	1,05241	795,227
7795,68	9,94119e-3	0,01	1,55077	169,99	1,05343	795,227
7791,92	9,94120e-3	0,01	1,55002	169,99	1,04831	795,227
7788,37	9,94122e-3	0,01	1,54931	169,99	1,04784	795,227
7783,74	9,94140e-3	0,01	1,54836	169,99	1,04483	795,227
7781,38	9,94119e-3	0,01	1,54792	169,99	1,04226	795,227
7777,17	9,94120e-3	0,01	1,54708	169,99	1,03715	795,227
7772,34	9,94125e-3	0,01	1,54612	169,99	1,04433	795,227
7765,14	9,94118e-3	0,01	1,54469	169,99	1,05274	795,227
7759,12	9,94113e-3	0,01	1,54344	169,99	1,04943	795,191
7751,93	9,94121e-3	0,01	1,54199	169,99	1,05963	795,191
7744,45	9,94124e-3	0,01	1,54050	169,99	1,04792	795,191
7738,18	9,94117e-3	0,01	1,53926	169,99	1,04587	795,191
7730,84	9,94117e-3	0,01	1,53780	169,99	1,04136	795,191
7723,75	9,94125e-3	0,01	1,53638	169,99	1,02755	795,191
7717,00	9,94121e-3	0,01	1,53505	169,99	1,04213	795,191
7709,80	9,94119e-3	0,01	1,53362	169,99	1,03852	795,191
7703,20	9,94119e-3	0,01	1,53230	169,99	1,04701	795,191
7695,97	9,94119e-3	0,01	1,53087	169,99	1,05083	795,191
7690,52	9,94109e-3	0,01	1,52980	169,99	1,04112	795,191
7682,43	9,94122e-3	0,01	1,52817	169,99	1,03714	795,191
7675,85	9,94118e-3	0,01	1,52690	169,99	1,02625	795,211
7669,47	9,94116e-3	0,01	1,52564	169,99	1,02273	795,211
7661,89	9,94116e-3	0,01	1,52413	169,99	1,02629	795,211
7656,44	9,94112e-3	0,02	1,52305	169,99	1,03762	795,211
7649,48	9,94111e-3	0,02	1,52167	169,99	1,04738	795,211
7643,03	9,94114e-3	0,02	1,52038	169,99	1,04395	795,211
7636,75	9,94112e-3	0,02	1,51913	169,99	1,05849	795,211
7629,23	9,94119e-3	0,02	1,51763	169,99	1,05394	795,211
7622,90	9,94116e-3	0,02	1,51637	169,99	1,03385	795,211
7616,09	9,94118e-3	0,02	1,51501	169,99	1,01860	795,211
7609,07	9,94118e-3	0,02	1,51362	169,99	1,02644	795,211
7603,97	9,94101e-3	0,02	1,51263	169,99	1,03920	795,211
7595,88	9,94118e-3	0,02	1,51104	169,99	1,05854	795,234
7590,16	9,94112e-3	0,02	1,50991	169,99	1,07171	795,234
7583,29	9,94110e-3	0,02	1,50855	169,99	1,06430	795,234
7577,76	9,94109e-3	0,02	1,50745	169,99	1,05281	795,234
7570,22	9,94116e-3	0,02	1,50594	169,99	1,03366	795,234
7562,54	9,94127e-3	0,02	1,50439	169,99	1,03565	795,234
7556,46	9,94116e-3	0,02	1,50320	169,99	1,04347	795,234
7549,65	9,94111e-3	0,02	1,50185	169,99	1,06031	795,234
7543,87	9,94110e-3	0,02	1,50070	169,99	1,06271	795,234
7537,14	9,94108e-3	0,02	1,49937	169,99	1,05653	795,234
7530,39	9,94114e-3	0,02	1,49802	169,99	1,05450	795,234
7524,39	9,94107e-3	0,02	1,49683	169,99	1,05223	795,234
7517,77	9,94111e-3	0,02	1,49551	169,99	1,05058	795,234
7511,55	9,94111e-3	0,02	1,49428	169,99	1,04992	795,238
7501,68	9,94109e-3	0,02	1,49232	169,99	1,04891	795,238
7488,90	9,94111e-3	0,02	1,48978	169,99	1,05433	795,238
7476,88	9,94106e-3	0,02	1,48739	169,99	1,04077	795,238
7464,73	9,94104e-3	0,02	1,48498	169,99	1,05009	795,238
7451,89	9,94107e-3	0,02	1,48242	169,99	1,06020	795,238
7439,78	9,94106e-3	0,02	1,47998	169,99	1,05468	795,223
7427,02	9,94110e-3	0,02	1,47744	169,99	1,05044	795,223
7415,47	9,94100e-3	0,03	1,47516	169,99	1,05118	795,223
7402,99	9,94103e-3	0,03	1,47267	169,99	1,05238	795,223
7391,20	9,94104e-3	0,03	1,47032	169,99	1,06357	795,223
7378,65	9,94106e-3	0,03	1,46782	169,99	1,05320	795,223
7366,53	9,94103e-3	0,03	1,46538	169,99	1,05416	795,203
7354,43	9,94104e-3	0,03	1,46297	169,99	1,05197	795,203
7342,66	9,94101e-3	0,03	1,46063	169,99	1,04453	795,203
7331,32	9,94098e-3	0,03	1,45838	169,99	1,05667	795,203
7318,55	9,94106e-3	0,03	1,45583	169,99	1,05703	795,203
7307,55	9,94098e-3	0,03	1,45365	169,99	1,04761	795,203
7295,29	9,94103e-3	0,03	1,45121	169,99	1,04989	795,203
7284,03	9,94096e-3	0,03	1,44898	169,99	1,05327	795,207
7272,51	9,94099e-3	0,03	1,44669	169,99	1,06218	795,207
7261,12	9,94097e-3	0,03	1,44443	169,99	1,05782	795,207
7249,04	9,94101e-3	0,03	1,44202	169,99	1,04242	795,207
7237,39	9,94100e-3	0,03	1,43970	169,99	1,04616	795,207
7225,47	9,94101e-3	0,03	1,43733	169,99	1,05796	795,207
7214,21	9,94098e-3	0,03	1,43513	169,99	1,04173	795,227
7202,73	9,94099e-3	0,04	1,43284	169,99	1,03583	795,227
7191,30	9,94096e-3	0,04	1,43057	169,99	1,05004	795,227
7180,78	9,94091e-3	0,04	1,42849	169,99	1,05164	795,227
7168,85	9,94099e-3	0,04	1,42610	169,99	1,03899	795,227
7158,27	9,94090e-3	0,04	1,42401	169,99	1,03243	795,227
7147,39	9,94094e-3	0,04	1,42185	169,99	1,04311	795,230
7135,80	9,94096e-3	0,04	1,41954	169,99	1,04970	795,230
7125,04	9,94092e-3	0,04	1,41740	169,99	1,04170	795,230
7113,47	9,94098e-3	0,04	1,41509	169,99	1,03973	795,230
7102,86	9,94090e-3	0,04	1,41299	169,99	1,04562	795,230
7091,86	9,94092e-3	0,04	1,41080	169,99	1,05022	795,230
7081,18	9,94093e-3	0,04	1,40868	169,99	1,03934	795,230
7069,98	9,94095e-3	0,04	1,40645	169,99	1,04476	795,230
7059,11	9,94093e-3	0,04	1,40429	169,99	1,04634	795,230
7048,04	9,94093e-3	0,04	1,40208	169,99	1,05483	795,230
7031,83	9,94092e-3	0,04	1,39886	169,99	1,04150	795,230
7010,82	9,94089e-3	0,04	1,39465	169,99	1,04134	795,211
6989,40	9,94090e-3	0,05	1,39039	169,99	1,04220	795,211
6968,15	9,94090e-3	0,05	1,38616	169,99	1,04327	795,211
6947,12	9,94090e-3	0,05	1,38199	169,99	1,04880	795,219
6926,54	9,94087e-3	0,05	1,37790	169,99	1,03599	795,219
6905,55	9,94090e-3	0,05	1,37372	169,99	1,05900	795,219
6885,03	9,94085e-3	0,05	1,36964	169,99	1,03267	795,215
6864,67	9,94085e-3	0,05	1,36559	169,99	1,05233	795,215
6843,97	9,94087e-3	0,05	1,36147	169,99	1,04440	795,215
6824,23	9,94084e-3	0,05	1,35755	169,99	1,05833	795,219
6804,34	9,94085e-3	0,06	1,35360	169,99	1,03172	795,219
6784,18	9,94085e-3	0,06	1,34959	169,99	1,04850	795,219
6764,58	9,94084e-3	0,06	1,34569	169,99	1,03198	795,219
6744,45	9,94083e-3	0,06	1,34169	169,99	1,04643	795,219
6724,80	9,94084e-3	0,06	1,33777	169,99	1,03357	795,219
6705,69	9,94079e-3	0,06	1,33399	169,99	1,03863	795,223
6686,36	9,94081e-3	0,06	1,33014	169,99	1,05396	795,223
6667,13	9,94081e-3	0,06	1,32631	169,99	1,06752	795,223
6648,41	9,94080e-3	0,06	1,32253	169,99	1,07644	795,184
6629,54	9,94079e-3	0,07	1,31877	169,99	1,08261	795,184
6610,44	9,94081e-3	0,07	1,31497	169,99	1,08102	795,184
6591,58	9,94078e-3	0,07	1,31126	169,99	1,09710	795,207
6573,02	9,94079e-3	0,07	1,30757	169,99	1,08089	795,207
6554,88	9,94076e-3	0,07	1,30396	169,99	1,09956	795,207
6536,61	9,94075e-3	0,07	1,30033	169,99	1,07695	795,207
6518,19	9,94076e-3	0,07	1,29667	169,99	1,09540	795,207
6500,25	9,94075e-3	0,07	1,29310	169,99	1,08813	795,207
6482,18	9,94076e-3	0,07	1,28950	169,99	1,10137	795,207
6463,96	9,94075e-3	0,08	1,28588	169,99	1,08587	795,207
6446,46	9,94075e-3	0,08	1,28241	169,99	1,08847	795,215
6428,52	9,94075e-3	0,08	1,27884	169,99	1,08212	795,215
6411,05	9,94071e-3	0,08	1,27534	169,99	1,09474	795,195
6393,39	9,94074e-3	0,08	1,27182	169,99	1,08236	795,191
6375,72	9,94074e-3	0,08	1,26833	169,99	1,08122	795,211
6358,36	9,94071e-3	0,08	1,26488	169,99	1,08492	795,211
6341,03	9,94074e-3	0,08	1,26139	169,99	1,07954	795,187
6324,08	9,94069e-3	0,08	1,25803	169,99	1,08443	795,187
6306,94	9,94071e-3	0,09	1,25462	169,99	1,08965	795,187
6290,07	9,94070e-3	0,09	1,25129	169,99	1,08252	795,207
6264,71	9,94069e-3	0,09	1,24625	169,99	1,08296	795,207
6231,41	9,94069e-3	0,09	1,23969	169,99	1,04238	795,246
6198,15	9,94068e-3	0,09	1,23311	169,99	1,00448	795,270
6165,36	9,94069e-3	0,09	1,22658	169,99	0,991610	795,270
6133,20	9,94065e-3	0,10	1,22016	169,99	0,993790	795,254
6100,99	9,94067e-3	0,10	1,21369	169,99	0,988027	795,215
6069,68	9,94064e-3	0,10	1,20747	169,99	0,990971	795,215
6038,02	9,94065e-3	0,10	1,20123	169,99	1,00133	795,254
6007,29	9,94063e-3	0,11	1,19505	169,99	0,991166	795,207
5976,55	9,94064e-3	0,11	1,18893	169,99	0,983870	795,207
5946,18	9,94062e-3	0,11	1,18295	169,99	0,975553	795,246
5916,09	9,94062e-3	0,11	1,17696	169,99	0,974301	795,246
5886,14	9,94062e-3	0,11	1,17101	169,98	0,971372	795,246
5856,56	9,94059e-3	0,12	1,16511	169,98	0,974341	795,234
5827,24	9,94060e-3	0,12	1,15929	169,98	0,958626	795,250
5798,92	9,94057e-3	0,12	1,15366	169,98	0,979636	795,250
5770,92	9,94057e-3	0,12	1,14813	169,99	0,976757	795,273
5742,27	9,94059e-3	0,12	1,14243	169,99	0,987766	795,273
5714,21	9,94057e-3	0,13	1,13681	169,99	0,980161	795,250
5686,37	9,94056e-3	0,13	1,13127	169,99	0,999719	795,250
5658,88	9,94055e-3	0,13	1,12581	169,99	1,00081	795,250
5631,40	9,94056e-3	0,13	1,12028	169,99	1,00172	795,207
5604,45	9,94054e-3	0,14	1,11494	169,99	0,984285	795,223
5577,15	9,94056e-3	0,14	1,10951	169,99	0,991142	795,223
5550,58	9,94053e-3	0,14	1,10425	169,99	0,981747	795,242
5524,41	9,94053e-3	0,14	1,09904	169,99	0,988458	795,238
5498,25	9,94053e-3	0,14	1,09384	169,99	0,991268	795,238
5472,45	9,94052e-3	0,15	1,08870	169,99	0,985709	795,238
5446,53	9,94051e-3	0,15	1,08354	169,99	0,990121	795,234
5421,34	9,94051e-3	0,15	1,07853	169,99	0,991036	795,234
5396,02	9,94050e-3	0,15	1,07350	169,99	0,996897	795,234
5371,29	9,94049e-3	0,16	1,06860	169,99	1,00423	795,250
5346,46	9,94049e-3	0,16	1,06366	169,99	1,00516	795,250
5322,02	9,94049e-3	0,16	1,05880	169,99	1,00745	795,250
5297,81	9,94048e-3	0,16	1,05396	169,99	0,981991	795,234
5273,47	9,94049e-3	0,16	1,04912	169,99	0,960851	795,234
5249,58	9,94047e-3	0,17	1,04441	169,99	0,956991	795,270
5225,59	9,94048e-3	0,17	1,03964	169,99	0,950984	795,270
5202,18	9,94046e-3	0,17	1,03497	169,99	0,952424	795,262
5179,22	9,94045e-3	0,17	1,03041	169,99	0,973211	795,262
5144,80	9,94045e-3	0,18	1,02350	169,99	0,995689	795,219
5099,25	9,94045e-3	0,18	1,01448	169,99	1,00259	795,246
5054,69	9,94043e-3	0,19	1,00561	169,99	1,00715	795,242
5011,03	9,94043e-3	0,19	0,996908	169,99	1,00803	795,230
4967,85	9,94042e-3	0,19	0,988293	169,99	1,01470	795,211
4925,14	9,94041e-3	0,20	0,979799	169,99	1,01989	795,211
4882,90	9,94041e-3	0,20	0,971386	169,99	1,00051	795,203
4841,03	9,94040e-3	0,21	0,963104	169,99	0,966508	795,242
4800,29	9,94039e-3	0,21	0,954999	169,99	0,963897	795,242
4760,24	9,94038e-3	0,22	0,947070	170,00	0,975155	795,273
4720,81	9,94038e-3	0,22	0,939198	170,00	0,967806	795,250
4681,77	9,94037e-3	0,22	0,931410	170,00	0,973003	795,230
4643,38	9,94036e-3	0,23	0,923758	170,00	0,968436	795,219
4605,68	9,94036e-3	0,23	0,916304	170,00	0,957508	795,258
4568,66	9,94035e-3	0,24	0,908896	170,00	0,977827	795,219
4532,15	9,94035e-3	0,24	0,901645	170,00	0,977627	795,230
4495,82	9,94034e-3	0,25	0,894431	170,00	0,961839	795,242
4460,28	9,94034e-3	0,25	0,887318	170,00	0,959981	795,203
4424,95	9,94033e-3	0,25	0,880330	170,00	0,945335	795,238
4390,23	9,94033e-3	0,26	0,873412	170,00	0,953514	795,230
4356,13	9,94032e-3	0,26	0,866634	170,00	0,955783	795,234
4322,42	9,94031e-3	0,27	0,859915	170,00	0,965780	795,223
4289,08	9,94031e-3	0,27	0,853301	170,00	0,952757	795,238
4255,93	9,94031e-3	0,28	0,846680	170,00	0,957048	795,215
4223,44	9,94030e-3	0,28	0,840238	170,00	0,944937	795,234
4191,40	9,94030e-3	0,29	0,833897	170,00	0,896149	795,266
4159,94	9,94029e-3	0,29	0,827611	170,00	0,900053	795,238
4129,26	9,94028e-3	0,29	0,821506	170,01	0,928904	795,238
4098,60	9,94028e-3	0,30	0,815422	170,01	0,916288	795,254
4068,31	9,94027e-3	0,30	0,809337	170,01	0,972739	795,195
4038,67	9,94027e-3	0,31	0,803441	170,00	1,01904	795,195
4009,38	9,94027e-3	0,31	0,797603	170,00	1,02840	795,184
3980,30	9,94026e-3	0,32	0,791823	170,01	1,02836	795,187
3951,51	9,94026e-3	0,32	0,786096	170,01	1,02384	795,187
3922,91	9,94026e-3	0,32	0,780402	170,01	1,05292	795,184
3894,81	9,94025e-3	0,33	0,774774	170,01	1,08616	795,145
3867,09	9,94024e-3	0,33	0,769254	170,01	1,09249	795,137
3839,57	9,94022e-3	0,34	0,763773	170,01	1,06819	795,129
3812,52	9,94017e-3	0,34	0,758475	170,01	1,01077	795,211
3785,62	9,94017e-3	0,35	0,753078	170,01	1,00107	795,164
3746,17	9,94014e-3	0,35	0,745225	170,01	1,00992	795,156
3694,71	9,94012e-3	0,36	0,734987	170,01	1,00020	795,152
3644,35	9,94011e-3	0,37	0,725001	170,01	0,980153	795,187
3595,00	9,94010e-3	0,38	0,715163	170,01	0,979311	795,164
3547,09	9,94009e-3	0,39	0,705632	170,01	0,972592	795,164
3500,16	9,94009e-3	0,40	0,696273	170,01	0,979950	795,137
3454,26	9,94009e-3	0,41	0,687163	170,01	0,989804	795,160
3409,48	9,94008e-3	0,41	0,678245	170,01	0,978900	795,148
3365,41	9,94008e-3	0,42	0,669494	170,01	0,922637	795,168
3322,37	9,94008e-3	0,43	0,660942	170,01	0,945156	795,180
3280,28	9,94007e-3	0,44	0,652570	170,01	0,925960	795,180
3239,10	9,94007e-3	0,45	0,644377	170,01	0,939300	795,180
3198,91	9,94007e-3	0,46	0,636364	170,00	0,914580	795,156
3159,57	9,94007e-3	0,47	0,628568	170,00	0,888043	795,195
3120,86	9,94007e-3	0,48	0,620871	170,00	0,909346	795,199
3083,10	9,94006e-3	0,48	0,613290	170,00	0,999467	795,109
3046,10	9,94007e-3	0,49	0,605935	170,00	1,01061	795,117
3009,91	9,94005e-3	0,50	0,598690	170,00	1,08268	795,055
2974,40	9,94006e-3	0,51	0,591641	170,00	1,07960	795,074
2939,57	9,94005e-3	0,52	0,584713	170,00	1,08728	795,074
2905,47	9,94005e-3	0,53	0,577915	169,99	1,07807	795,055
2871,82	9,94006e-3	0,54	0,571268	169,99	1,02483	795,117
2838,97	9,94005e-3	0,55	0,564703	169,99	1,03651	795,074
2806,73	9,94005e-3	0,55	0,558302	169,99	1,02760	795,090
2774,95	9,94005e-3	0,56	0,551965	169,99	1,02739	795,070
2743,94	9,94004e-3	0,57	0,545823	169,99	1,02298	795,105
2713,34	9,94005e-3	0,58	0,539733	169,99	1,01318	795,102
2683,35	9,94005e-3	0,59	0,533752	169,99	1,01487	795,078
2653,78	9,94004e-3	0,60	0,527860	169,99	1,01514	795,063
2624,76	9,94004e-3	0,61	0,522110	169,99	0,994152	795,098
2596,43	9,94004e-3	0,62	0,516475	169,99	1,01053	795,098
2568,58	9,94004e-3	0,62	0,510935	169,99	1,01028	795,098
2541,31	9,94004e-3	0,63	0,505510	169,99	1,02637	795,098
2514,48	9,94004e-3	0,64	0,500162	169,99	1,04051	795,078
2488,19	9,94003e-3	0,65	0,494930	169,99	1,03194	795,074
2462,22	9,94003e-3	0,66	0,489777	169,99	1,03648	795,094
2436,57	9,94003e-3	0,67	0,484668	169,99	1,02448	795,086
2411,43	9,94003e-3	0,68	0,479669	169,99	1,00425	795,086
2386,73	9,94003e-3	0,69	0,474756	169,99	1,00905	795,086
2362,39	9,94003e-3	0,69	0,469896	169,99	1,00562	795,055
2326,64	9,94003e-3	0,71	0,462807	169,99	1,00849	795,094
2280,36	9,94002e-3	0,72	0,453586	169,99	0,996108	795,066
2235,62	9,94002e-3	0,74	0,444707	169,99	0,943310	795,102
2192,37	9,94002e-3	0,76	0,436102	169,99	0,965809	795,102
2150,41	9,94002e-3	0,78	0,427740	169,99	0,977615	795,070
2109,84	9,94002e-3	0,79	0,419671	169,99	0,979974	795,070
2070,44	9,94002e-3	0,81	0,411835	169,99	0,933041	795,074
2032,04	9,94001e-3	0,83	0,404213	170,00	0,916215	795,105
1994,85	9,94002e-3	0,85	0,396805	170,00	0,922918	795,086
1958,85	9,94001e-3	0,86	0,389651	170,00	0,915520	795,098
1923,79	9,94001e-3	0,88	0,382677	170,00	0,929527	795,098
1889,78	9,94000e-3	0,90	0,375898	170,00	0,910562	795,070
1856,74	9,94001e-3	0,92	0,369326	170,00	0,930706	795,070
1824,76	9,94001e-3	0,93	0,362949	170,00	0,938507	795,035
1793,50	9,94000e-3	0,95	0,356731	170,00	0,966240	795,035
1763,18	9,94000e-3	0,97	0,350700	170,00	0,942818	795,031
1733,48	9,94000e-3	0,99	0,344803	170,01	0,909602	795,055
1704,53	9,94000e-3	1,00	0,339044	170,00	0,907422	795,055
1676,70	9,94000e-3	1,02	0,333471	170,01	0,986184	794,969
1649,72	9,94000e-3	1,04	0,328093	170,01	1,09270	794,937
1623,26	9,94000e-3	1,06	0,322833	170,00	1,04494	794,941
1597,35	9,94000e-3	1,07	0,317681	170,00	1,01800	794,945
1572,11	9,93999e-3	1,09	0,312666	170,00	1,03673	794,957
1547,48	9,93999e-3	1,11	0,307769	170,00	1,03764	794,961
1523,53	9,93999e-3	1,13	0,303005	170,00	1,00732	794,957
1500,14	9,93999e-3	1,14	0,298356	169,99	0,997108	794,969
1477,32	9,93999e-3	1,16	0,293805	169,99	0,994339	794,934
1454,99	9,93999e-3	1,18	0,289361	169,99	0,998841	794,926
1433,32	9,93999e-3	1,20	0,285066	169,99	0,978778	794,965
1412,27	9,93999e-3	1,21	0,280879	169,99	1,00234	794,965
1391,61	9,93999e-3	1,23	0,276756	169,99	0,975809	794,926
1371,32	9,93999e-3	1,25	0,272735	169,99	1,00216	794,965
1351,42	9,93999e-3	1,27	0,268763	169,99	0,974321	794,926
1332,02	9,93999e-3	1,28	0,264905	169,99	0,954758	794,922
1313,12	9,93998e-3	1,30	0,261161	169,99	0,933764	794,969
1294,72	9,93998e-3	1,32	0,257504	169,99	0,950809	794,973
1276,73	9,93998e-3	1,34	0,253911	169,99	0,956097	794,930
1259,05	9,93998e-3	1,35	0,250399	169,99	0,964210	794,937
1241,61	9,93998e-3	1,37	0,246942	169,99	0,952672	794,977
1224,71	9,93998e-3	1,39	0,243576	169,99	0,954730	794,961
1200,16	9,93998e-3	1,41	0,238689	170,00	0,899301	794,949
1168,43	9,93998e-3	1,45	0,232380	170,00	0,936693	794,953
1137,95	9,93998e-3	1,48	0,226313	170,00	0,936542	794,937
1108,80	9,93998e-3	1,52	0,220511	170,00	0,911798	794,922
1080,72	9,93998e-3	1,55	0,214935	170,00	0,909680	794,945
1053,81	9,93997e-3	1,59	0,209582	170,00	0,924923	794,945
1028,12	9,93997e-3	1,62	0,204464	170,00	0,995709	794,906
1003,18	9,93997e-3	1,66	0,199490	170,01	0,989316	794,855
979,169	9,93997e-3	1,69	0,194721	170,01	0,909025	794,879
956,140	9,93997e-3	1,73	0,190150	170,01	0,904283	794,914
934,015	9,93997e-3	1,76	0,185737	170,00	0,987132	794,859
912,659	9,93997e-3	1,80	0,181493	170,00	0,942399	794,871
892,103	9,93997e-3	1,83	0,177399	170,00	0,958903	794,844
872,271	9,93997e-3	1,87	0,173456	170,00	0,939552	794,848
853,000	9,93997e-3	1,90	0,169626	170,00	0,917277	794,855
834,322	9,93997e-3	1,94	0,165908	170,00	0,931682	794,840
816,391	9,93996e-3	1,97	0,162343	170,00	0,928636	794,840
798,992	9,93997e-3	2,01	0,158885	170,00	0,897609	794,852
782,153	9,93996e-3	2,04	0,155528	170,00	0,980474	794,809
765,865	9,93996e-3	2,08	0,152293	170,01	0,943761	794,824
750,129	9,93996e-3	2,11	0,149158	170,01	0,975386	794,793
735,010	9,93996e-3	2,15	0,146144	170,01	1,00682	794,754
720,174	9,93996e-3	2,18	0,143197	170,02	0,966919	794,770
705,812	9,93996e-3	2,22	0,140340	170,01	0,972393	794,762
691,896	9,93996e-3	2,25	0,137574	170,01	0,977436	794,770
678,402	9,93996e-3	2,29	0,134889	170,02	0,994046	794,758
665,270	9,93996e-3	2,32	0,132277	170,01	0,978107	794,750
652,610	9,93996e-3	2,36	0,129762	170,01	0,955320	794,766
640,307	9,93996e-3	2,39	0,127320	170,01	0,898743	794,793
628,558	9,93996e-3	2,43	0,124964	170,01	1,09051	794,668
617,029	9,93996e-3	2,46	0,122668	170,01	1,04410	794,637
605,710	9,93996e-3	2,50	0,120419	170,01	1,01619	794,648
594,724	9,93996e-3	2,53	0,118236	170,01	1,00506	794,652
584,055	9,93996e-3	2,57	0,116116	170,01	0,996234	794,660
573,829	9,93996e-3	2,60	0,114084	170,01	0,994672	794,668
563,722	9,93996e-3	2,64	0,112075	170,01	0,999276	794,672
553,887	9,93996e-3	2,67	0,110126	170,01	0,942435	794,719
544,174	9,93996e-3	2,71	0,108189	170,01	0,938995	794,676
534,866	9,93996e-3	2,74	0,106341	170,01	0,919644	794,691
525,866	9,93995e-3	2,78	0,104548	170,00	0,889731	794,668
512,874	9,93995e-3	2,83	0,101950	169,99	1,09709	794,551
496,248	9,93995e-3	2,90	0,0986472	169,99	1,04878	794,566
480,398	9,93995e-3	2,97	0,0955006	169,99	1,01266	794,602
465,269	9,93995e-3	3,04	0,0924913	170,00	0,974048	794,586
450,798	9,93995e-3	3,11	0,0896146	170,00	0,959322	794,586
436,999	9,93995e-3	3,18	0,0868673	170,01	0,935237	794,547
423,735	9,93995e-3	3,25	0,0842321	170,01	0,928811	794,563
411,225	9,93995e-3	3,32	0,0817382	170,01	1,02192	794,492
399,379	9,93995e-3	3,39	0,0793863	170,01	0,965621	794,520
387,911	9,93995e-3	3,46	0,0771075	170,01	0,906402	794,527
377,038	9,93995e-3	3,53	0,0749381	170,01	1,02840	794,441
366,634	9,93995e-3	3,60	0,0728734	170,01	0,988966	794,477
356,593	9,93995e-3	3,67	0,0708792	170,00	0,971214	794,492
346,991	9,93995e-3	3,74	0,0689691	170,01	0,954214	794,477
337,744	9,93995e-3	3,81	0,0671226	170,01	1,07110	794,375
328,885	9,93995e-3	3,88	0,0653665	170,00	0,979470	794,430
320,179	9,93995e-3	3,95	0,0636333	169,99	0,990914	794,395
312,049	9,93995e-3	4,02	0,0620171	169,99	0,996535	794,387
304,216	9,93995e-3	4,09	0,0604629	169,99	0,971409	794,422
296,578	9,93995e-3	4,16	0,0589437	169,99	0,975126	794,406
289,254	9,93995e-3	4,23	0,0574873	170,00	0,948434	794,395
282,122	9,93995e-3	4,30	0,0560640	170,00	1,04766	794,313
275,483	9,93995e-3	4,37	0,0547450	170,00	1,04330	794,316
269,052	9,93995e-3	4,44	0,0534666	169,99	1,00944	794,309
262,754	9,93995e-3	4,51	0,0522136	169,99	1,03867	794,289
256,834	9,93995e-3	4,58	0,0510391	169,99	0,985281	794,316
251,001	9,93995e-3	4,65	0,0498800	170,00	0,961729	794,320
245,242	9,93994e-3	4,72	0,0487361	169,99	0,940853	794,328
239,773	9,93995e-3	4,79	0,0476483	169,99	0,983838	794,313
234,444	9,93994e-3	4,86	0,0465889	169,99	0,966919	794,305
229,313	9,93995e-3	4,93	0,0455701	169,99	0,913539	794,320
224,192	9,93994e-3	5,00	0,0445489	170,00	1,02030	794,254
219,589	9,93994e-3	5,07	0,0436300	170,00	1,07159	794,180
214,963	9,93994e-3	5,14	0,0427117	170,00	1,01903	794,195
210,316	9,93995e-3	5,21	0,0417891	170,00	0,971299	794,211
205,937	9,93994e-3	5,28	0,0409171	170,00	1,00368	794,172
201,747	9,93994e-3	5,35	0,0400864	170,01	0,959147	794,207
197,571	9,93994e-3	5,42	0,0392572	170,01	0,932390	794,219
193,416	9,93994e-3	5,49	0,0384285	170,00	0,931068	794,156
189,650	9,93994e-3	5,56	0,0376789	170,00	1,00809	794,125
184,123	9,93994e-3	5,66	0,0365803	169,99	0,968269	794,113
177,064	9,93994e-3	5,80	0,0351785	169,99	0,899545	794,129
170,331	9,93994e-3	5,94	0,0338414	170,01	0,917976	794,145
163,905	9,93994e-3	6,08	0,0325606	170,00	1,01232	794,043
158,084	9,93994e-3	6,22	0,0314030	169,99	1,06412	794,012
152,495	9,93994e-3	6,36	0,0302943	169,99	0,992732	794,051
